280 39060.0
0 178 170.1764
0 179 179.1089
0 180 186.1182
0 181 190.0316
0 182 194.1958
0 183 198.5951
0 184 203.2142
0 185 201.792
0 186 208.0385
0 187 218.687
0 188 212.6029
0 189 206.6495
0 190 197.9899
0 191 188.3507
0 192 181.1077
0 193 172.7426
0 194 167.4754
0 195 161.4435
0 196 166.9012
0 197 161.2452
0 198 155.7947
0 199 149.9333
0 200 155.5892
0 201 147.187
0 202 135.8823
0 203 124.5793
0 204 113.2784
0 205 101.9804
0 206 100.0
0 207 93.723
0 208 88.8144
0 209 95.4149
0 210 102.2155
0 211 106.5082
0 212 113.2078
0 213 109.1788
0 214 116.2755
0 215 120.0666
0 216 127.059
0 217 123.4828
0 218 130.7823
0 219 134.1641
0 220 141.3648
0 221 138.1593
0 222 132.9662
0 223 123.2234
0 224 115.447
0 225 107.7033
0 226 100.0
0 227 92.3472
0 228 84.7585
0 229 77.2528
0 230 72.9932
0 231 80.895
0 232 88.8144
0 233 96.7471
0 234 96.0833
0 235 88.0909
0 236 80.0999
0 237 72.111
0 238 64.1249
0 239 56.1427
0 240 48.1664
0 241 40.0
0 242 40.7922
0 243 49.4773
0 244 57.2713
0 245 65.1153
0 246 55.7136
0 247 48.8262
0 248 60.0
0 249 62.6099
0 250 69.857
0 251 82.4621
0 252 87.7268
0 253 82.0731
0 254 76.4199
0 255 70.7672
0 256 76.8375
0 257 72.111
0 258 68.0
0 259 64.622
0 260 72.111
0 261 82.4621
0 262 93.0376
0 263 103.769
0 264 114.6124
0 265 121.6553
0 266 118.1863
0 267 115.1694
0 268 112.641
0 269 110.6345
0 270 92.0869
0 271 84.0952
0 272 76.1052
0 273 68.1175
0 274 60.1332
0 275 52.1536
0 276 42.7551
0 277 43.2666
0 278 34.4093
0 279 17.8885
1 2 18.4391
1 3 34.176
1 4 42.5206
1 5 50.4777
1 6 65.6049
1 7 72.111
1 8 68.0
1 9 78.8923
1 10 85.8836
1 11 93.0376
1 12 100.3195
1 13 107.7033
1 14 97.4064
1 15 101.2719
1 16 117.0982
1 17 125.028
1 18 132.9662
1 19 140.9113
1 20 148.8624
1 21 145.6022
1 22 130.292
1 23 122.7029
1 24 137.9275
1 25 153.3101
1 26 161.0466
1 27 168.8076
1 28 174.9514
1 29 185.5586
1 30 186.7619
1 31 188.2976
1 32 201.2461
1 33 209.8762
1 34 225.7432
1 35 226.8744
1 36 235.423
1 37 234.1965
1 38 233.2381
1 39 232.5511
1 40 232.1379
1 41 232.0
1 42 232.1379
1 43 248.129
1 44 248.0
1 45 248.129
1 46 248.5156
1 47 249.1586
1 48 250.056
1 49 251.2051
1 50 259.1062
1 51 257.9922
1 52 257.1225
1 53 256.4995
1 54 256.125
1 55 256.0
1 56 256.125
1 57 256.4995
1 58 248.5156
1 59 232.5511
1 60 233.2381
1 61 241.8677
1 62 249.8079
1 63 257.9922
1 64 259.1062
1 65 267.0131
1 66 273.8759
1 67 272.7343
1 68 280.7134
1 69 281.8226
1 70 282.8427
1 71 284.0845
1 72 285.5451
1 73 287.2212
1 74 289.109
1 75 281.3681
1 76 291.2044
1 77 293.503
1 78 277.0415
1 79 270.7028
1 80 268.2089
1 81 265.9323
1 82 263.8788
1 83 262.0534
1 84 260.4611
1 85 252.2301
1 86 254.244
1 87 256.632
1 88 259.9769
1 89 258.7122
1 90 261.4804
1 91 264.4617
1 92 276.3187
1 93 283.7464
1 94 291.2044
1 95 294.1564
1 96 286.7752
1 97 279.428
1 98 271.0351
1 99 261.1972
1 100 257.6199
1 101 254.244
1 102 251.0777
1 103 248.129
1 104 240.6657
1 105 233.2381
1 106 230.3389
1 107 245.4058
1 108 252.3569
1 109 242.9156
1 110 240.6657
1 111 248.9096
1 112 246.4467
1 113 238.6629
1 114 236.9135
1 115 244.3686
1 116 235.423
1 117 234.1965
1 118 186.7619
1 119 185.5586
1 120 184.6943
1 121 184.1738
1 122 184.0
1 123 184.1738
1 124 184.6943
1 125 172.7426
1 126 164.7786
1 127 156.8184
1 128 156.205
1 129 148.2161
1 130 140.2284
1 131 132.2422
1 132 124.2578
1 133 116.0689
1 134 116.619
1 135 117.7115
1 136 119.3315
1 137 121.4578
1 138 124.0645
1 139 116.619
1 140 119.8666
1 141 123.5476
1 142 127.6244
1 143 132.0606
1 144 138.6795
1 145 134.4619
1 146 130.5986
1 147 127.122
1 148 132.9662
1 149 146.7515
1 150 169.7999
1 151 167.9047
1 152 165.215
1 153 164.0488
1 154 164.4384
1 155 166.3731
1 156 188.2976
1 157 190.1578
1 158 192.333
1 159 194.8127
1 160 200.639
1 161 203.9608
1 162 207.5379
1 163 211.3575
1 164 215.4066
1 165 229.8173
1 166 240.1333
1 167 247.0951
1 168 248.6765
1 169 239.7332
1 170 232.5511
1 171 232.5511
1 172 225.8495
1 173 215.4066
1 174 197.5854
1 175 174.631
1 176 172.0465
1 177 163.2176
1 178 161.2452
1 179 170.1764
1 180 177.5387
1 181 180.754
1 182 184.2607
1 183 188.0425
1 184 192.0833
1 185 189.7367
1 186 196.367
1 187 206.4558
1 188 200.0
1 189 193.6595
1 190 184.3909
1 191 174.0
1 192 168.0476
1 193 158.4929
1 194 152.7351
1 195 147.187
1 196 153.1535
1 197 148.054
1 198 143.2201
1 199 136.8211
1 200 141.8732
1 201 133.2066
1 202 121.918
1 203 110.6345
1 204 99.3579
1 205 88.0909
1 206 84.8528
1 207 79.3977
1 208 73.5391
1 209 79.3977
1 210 85.6037
1 211 90.6863
1 212 96.8297
1 213 92.0869
1 214 98.7927
1 215 103.2279
1 216 109.8362
1 217 105.6788
1 218 112.712
1 219 116.619
1 220 123.5476
1 221 119.8666
1 222 113.842
1 223 103.846
1 224 96.1665
1 225 88.5438
1 226 80.9938
1 227 73.5391
1 228 66.2118
1 229 59.0593
1 230 53.3667
1 231 61.1882
1 232 69.0507
1 233 76.9415
1 234 76.1052
1 235 68.1175
1 236 60.1332
1 237 52.1536
1 238 44.1814
1 239 36.2215
1 240 28.2843
1 241 20.0
1 242 21.5407
1 243 30.4631
1 244 37.9473
1 245 45.607
1 246 37.7359
1 247 34.4093
1 248 45.607
1 249 45.607
1 250 52.1536
1 251 68.1175
1 252 74.4043
1 253 69.9714
1 254 63.2456
1 255 59.0593
1 256 66.2118
1 257 63.2456
1 258 61.1882
1 259 60.1332
1 260 68.1175
1 261 76.9415
1 262 86.3481
1 263 96.1665
1 264 106.2826
1 265 113.842
1 266 111.5706
1 267 109.8362
1 268 108.6646
1 269 108.074
1 270 93.3809
1 271 85.5102
1 272 77.666
1 273 69.857
1 274 62.0967
1 275 54.4059
1 276 43.6807
1 277 36.2215
1 278 28.0
1 279 8.9443
2 3 16.1245
2 4 27.7849
2 5 33.9411
2 6 49.5177
2 7 55.3173
2 8 50.4777
2 9 61.6117
2 10 68.2642
2 11 75.1798
2 12 82.2922
2 13 89.5545
2 14 79.1202
2 15 82.8734
2 16 98.732
2 17 106.6771
2 18 114.6298
2 19 122.5887
2 20 130.5527
2 21 127.2006
2 22 111.9464
2 23 104.4031
2 24 119.5492
2 25 134.8925
2 26 142.6184
2 27 150.3729
2 28 156.5248
2 29 167.2005
2 30 168.3449
2 31 169.8588
2 32 182.8223
2 33 191.5098
2 34 207.3933
2 35 208.4706
2 36 217.0069
2 37 215.824
2 38 214.9325
2 39 214.3362
2 40 214.0374
2 41 214.0374
2 42 214.3362
2 43 230.3128
2 44 230.0348
2 45 230.0348
2 46 230.3128
2 47 230.8679
2 48 231.6981
2 49 232.8003
2 50 240.7073
2 51 239.6414
2 52 238.8389
2 53 238.3023
2 54 238.0336
2 55 238.0336
2 56 238.3023
2 57 238.8389
2 58 230.8679
2 59 214.9325
2 60 215.824
2 61 224.5885
2 62 232.4995
2 63 240.7073
2 64 242.0331
2 65 249.904
2 66 256.5385
2 67 255.1313
2 68 263.0969
2 69 264.4617
2 70 265.669
2 71 267.1105
2 72 268.7824
2 73 270.6806
2 74 272.8003
2 75 265.1264
2 76 275.1363
2 77 277.6833
2 78 261.2661
2 79 255.1627
2 80 252.3886
2 81 249.8399
2 82 247.5237
2 83 245.4465
2 84 243.6144
2 85 235.372
2 86 237.6973
2 87 240.4163
2 88 244.1803
2 89 243.2612
2 90 246.3331
2 91 249.6237
2 92 261.358
2 93 268.6634
2 94 276.0072
2 95 279.2347
2 96 271.9779
2 97 264.764
2 98 256.8268
2 99 247.3297
2 100 243.4173
2 101 239.7082
2 102 236.2118
2 103 232.9378
2 104 225.6103
2 105 218.33
2 106 215.0814
2 107 229.8956
2 108 236.6601
2 109 227.0947
2 110 224.544
2 111 232.7746
2 112 229.9652
2 113 222.2521
2 114 220.2272
2 115 227.561
2 116 218.4765
2 117 217.0069
2 118 169.8588
2 119 168.3449
2 120 167.2005
2 121 166.4332
2 122 166.0482
2 123 166.0482
2 124 166.4332
2 125 154.4668
2 126 146.4923
2 127 138.5208
2 128 138.058
2 129 130.0615
2 130 122.0656
2 131 114.0702
2 132 106.0754
2 133 98.326
2 134 99.2975
2 135 100.896
2 136 103.0922
2 137 105.8489
2 138 109.1238
2 139 102.0
2 140 106.0
2 141 110.4355
2 142 115.2562
2 143 120.4159
2 144 126.5069
2 145 121.6059
2 146 117.047
2 147 112.8716
2 148 118.0678
2 149 131.103
2 150 153.688
2 151 151.3803
2 152 147.9595
2 153 146.219
2 154 146.8741
2 155 149.4657
2 156 171.7323
2 157 173.954
2 158 176.5106
2 159 179.3878
2 160 186.043
2 161 189.7894
2 162 193.7937
2 163 198.0404
2 164 202.5142
2 165 216.9332
2 166 226.8832
2 167 233.6236
2 168 234.4781
2 169 225.5394
2 170 218.5498
2 171 218.5498
2 172 211.1019
2 173 200.4495
2 174 182.5705
2 175 159.4114
2 176 156.3714
2 177 147.472
2 178 146.7106
2 179 155.6535
2 180 162.7882
2 181 166.4812
2 182 170.4699
2 183 174.7341
2 184 179.254
2 185 177.7301
2 186 184.0109
2 187 194.6176
2 188 188.5206
2 189 182.5705
2 190 173.954
2 191 164.4384
2 192 157.035
2 193 148.822
2 194 143.6802
2 195 137.5354
2 196 142.8986
2 197 137.186
2 198 131.7118
2 199 125.873
2 200 131.5903
2 201 123.2396
2 202 111.9464
2 203 100.6578
2 204 89.3756
2 205 78.1025
2 206 76.5506
2 207 70.0
2 208 65.5134
2 209 72.4707
2 210 79.6241
2 211 83.3547
2 212 90.3549
2 213 86.9253
2 214 94.3398
2 215 97.509
2 216 104.7855
2 217 101.843
2 218 109.4166
2 219 112.1606
2 220 119.6161
2 221 117.047
2 222 113.4372
2 223 104.4797
2 224 96.5194
2 225 88.5664
2 226 80.6226
2 227 72.6911
2 228 64.7765
2 229 56.8859
2 230 56.3205
2 231 64.2806
2 232 72.2496
2 233 80.2247
2 234 81.2158
2 235 73.3485
2 236 65.5134
2 237 57.7235
2 238 50.0
2 239 42.3792
2 240 34.9285
2 241 30.0
2 242 26.0
2 243 32.5576
2 244 40.4475
2 245 48.3735
2 246 36.0555
2 247 26.0
2 248 36.7151
2 249 41.2311
2 250 49.0306
2 251 58.8218
2 252 63.7809
2 253 58.0
2 254 52.4976
2 255 46.6905
2 256 52.8015
2 257 48.3735
2 258 44.9444
2 259 42.7551
2 260 50.636
2 261 60.1664
2 262 70.2282
2 263 80.6226
2 264 91.236
2 265 98.4886
2 266 95.5196
2 267 93.145
2 268 91.4112
2 269 90.3549
2 270 74.9667
2 271 67.082
2 272 59.2284
2 273 51.4198
2 274 43.6807
2 275 36.0555
2 276 25.2982
2 277 19.6977
2 278 10.7703
2 279 10.0
3 4 16.0
3 5 18.868
3 6 34.4093
3 7 39.598
3 8 34.4093
3 9 45.607
3 10 52.1536
3 11 59.0593
3 12 66.2118
3 13 73.5391
3 14 63.2456
3 15 68.1175
3 16 84.0952
3 17 92.0869
3 18 100.08
3 19 108.074
3 20 116.0689
3 21 111.5706
3 22 96.1665
3 23 88.5438
3 24 103.846
3 25 119.3315
3 26 127.122
3 27 134.937
3 28 141.4214
3 29 152.4729
3 30 153.3101
3 31 154.5574
3 32 167.726
3 33 176.7258
3 34 192.6655
3 35 193.4942
3 36 201.9505
3 37 200.9975
3 38 200.3597
3 39 200.04
3 40 200.04
3 41 200.3597
3 42 200.9975
3 43 216.9239
3 44 216.3331
3 45 216.037
3 46 216.037
3 47 216.3331
3 48 216.9239
3 49 217.8073
3 50 225.7432
3 51 224.8911
3 52 224.3212
3 53 224.0357
3 54 224.0357
3 55 224.3212
3 56 224.8911
3 57 225.7432
3 58 217.8073
3 59 201.9505
3 60 203.2142
3 61 212.198
3 62 220.0454
3 63 228.2805
3 64 229.9565
3 65 237.7562
3 66 244.0
3 67 242.1239
3 68 250.056
3 69 251.873
3 70 253.393
3 71 255.1549
3 72 257.1537
3 73 259.3839
3 74 261.8396
3 75 254.2754
3 76 264.5146
3 77 267.4023
3 78 251.0777
3 79 245.308
3 80 242.157
3 81 239.2321
3 82 236.5418
3 83 234.094
3 84 231.8965
3 85 223.6515
3 86 226.4509
3 87 229.6519
3 88 234.0
3 89 233.5551
3 90 237.0232
3 91 240.7073
3 92 252.2538
3 93 259.3839
3 94 266.5633
3 95 270.1407
3 96 263.0589
3 97 256.0312
3 98 248.6845
3 99 239.6331
3 100 235.3211
3 101 231.2055
3 102 227.2972
3 103 223.6068
3 104 216.4809
3 105 209.4182
3 106 205.7183
3 107 220.1454
3 108 226.6363
3 109 216.9239
3 110 213.9533
3 111 222.1441
3 112 218.8333
3 113 211.2439
3 114 208.8061
3 115 215.9352
3 116 206.6495
3 117 204.7828
3 118 158.2403
3 119 156.205
3 120 154.5574
3 121 153.3101
3 122 152.4729
3 123 152.0526
3 124 152.0526
3 125 140.0571
3 126 132.0606
3 127 124.0645
3 128 124.0645
3 129 116.0689
3 130 108.074
3 131 100.08
3 132 92.0869
3 133 85.5102
3 134 87.3613
3 135 89.8888
3 136 93.0376
3 137 96.7471
3 138 100.9554
3 139 94.4034
3 140 99.3579
3 141 104.69
3 142 110.3449
3 143 116.2755
3 144 121.6553
3 145 116.0
3 146 110.6345
3 147 105.603
3 148 109.8362
3 149 121.6553
3 150 143.3876
3 151 140.4564
3 152 135.8234
3 153 132.9662
3 154 134.1641
3 155 137.9275
3 156 160.6487
3 157 163.4136
3 158 166.5173
3 159 169.9412
3 160 177.6739
3 161 181.945
3 162 186.4618
3 163 191.2067
3 164 196.1632
3 165 210.5232
3 166 220.0
3 167 226.4509
3 168 226.4155
3 169 217.5132
3 170 210.789
3 171 210.789
3 172 202.4253
3 173 191.5411
3 174 173.6663
3 175 150.3596
3 176 146.697
3 177 137.7534
3 178 138.6795
3 179 147.5669
3 180 154.3503
3 181 158.6443
3 182 163.2176
3 183 168.0476
3 184 173.1127
3 185 172.5572
3 186 178.3928
3 187 189.5257
3 188 183.8695
3 189 178.3928
3 190 170.552
3 191 162.0494
3 192 153.1535
3 193 146.4787
3 194 142.0422
3 195 135.3514
3 196 140.0
3 197 133.6862
3 198 127.5617
3 199 122.4418
3 200 128.8099
3 201 120.9297
3 202 109.8362
3 203 98.7927
3 204 87.818
3 205 76.9415
3 206 77.2528
3 207 69.857
3 208 67.0522
3 209 74.7262
3 210 82.4621
3 211 84.7585
3 212 92.3472
3 213 90.2441
3 214 98.0612
3 215 100.0
3 216 107.7033
3 217 105.9056
3 218 113.7717
3 219 115.447
3 220 123.2234
3 221 121.6553
3 222 120.0666
3 223 112.0714
3 224 104.0769
3 225 96.0833
3 226 88.0909
3 227 80.0999
3 228 72.111
3 229 64.1249
3 230 67.0522
3 231 74.7262
3 232 82.4621
3 233 90.2441
3 234 92.3472
3 235 84.7585
3 236 77.2528
3 237 69.857
3 238 62.6099
3 239 55.5698
3 240 48.8262
3 241 45.2548
3 242 40.0
3 243 44.7214
3 244 52.0
3 245 59.4643
3 246 45.607
3 247 32.249
3 248 40.1995
3 249 48.1664
3 250 56.1427
3 251 59.4643
3 252 62.6099
3 253 55.5698
3 254 52.0
3 255 44.7214
3 256 48.8262
3 257 42.5206
3 258 36.8782
3 259 32.249
3 260 39.3954
3 261 50.1199
3 262 61.0574
3 263 72.111
3 264 83.2346
3 265 89.8888
3 266 85.8836
3 267 82.4621
3 268 79.6994
3 269 77.666
3 270 60.1332
3 271 52.1536
3 272 44.1814
3 273 36.2215
3 274 28.2843
3 275 20.3961
3 276 10.0
3 277 16.4924
3 278 12.6491
3 279 25.2982
4 5 10.0
4 6 23.3238
4 7 30.4631
4 8 28.2843
4 9 37.9473
4 10 45.607
4 11 53.3667
4 12 61.1882
4 13 69.0507
4 14 60.1332
4 15 69.0507
4 16 84.8528
4 17 92.7793
4 18 100.7174
4 19 108.6646
4 20 116.619
4 21 108.6646
4 22 92.7793
4 23 84.8528
4 24 100.7174
4 25 116.619
4 26 124.5793
4 27 132.5443
4 28 140.0571
4 29 152.0526
4 30 152.0526
4 31 152.4729
4 32 166.1927
4 33 176.0
4 34 192.0
4 35 192.1666
4 36 200.3597
4 37 200.04
4 38 200.04
4 39 200.3597
4 40 200.9975
4 41 201.9505
4 42 203.2142
4 43 218.9795
4 44 217.8073
4 45 216.9239
4 46 216.3331
4 47 216.037
4 48 216.037
4 49 216.3331
4 50 224.3212
4 51 224.0357
4 52 224.0357
4 53 224.3212
4 54 224.8911
4 55 225.7432
4 56 226.8744
4 57 228.2805
4 58 220.4359
4 59 204.7828
4 60 206.6495
4 61 215.9352
4 62 223.6515
4 63 231.8965
4 64 234.094
4 65 241.7602
4 66 247.3863
4 67 244.7529
4 68 252.6025
4 69 255.1549
4 70 257.1537
4 71 259.3839
4 72 261.8396
4 73 264.5146
4 74 267.4023
4 75 260.0
4 76 270.4958
4 77 273.7882
4 78 257.6199
4 79 252.2538
4 80 248.6765
4 81 245.308
4 82 242.157
4 83 239.2321
4 84 236.5418
4 85 228.3243
4 86 231.7585
4 87 235.5674
4 88 240.6076
4 89 240.7073
4 90 244.5976
4 91 248.6845
4 92 260.0
4 93 266.9232
4 94 273.9051
4 95 277.8489
4 96 270.9686
4 97 264.1515
4 98 257.4102
4 99 248.8051
4 100 244.1311
4 101 239.6331
4 102 235.3211
4 103 231.2055
4 104 224.3212
4 105 217.5132
4 106 213.3542
4 107 227.2972
4 108 233.4524
4 109 223.6068
4 110 220.1454
4 111 228.2542
4 112 224.3212
4 113 216.9239
4 114 213.9533
4 115 220.7714
4 116 211.2439
4 117 208.8061
4 118 163.4136
4 119 160.6487
4 120 158.2403
4 121 156.205
4 122 154.5574
4 123 153.3101
4 124 152.4729
4 125 140.5133
4 126 132.5443
4 127 124.5793
4 128 125.6025
4 129 117.7115
4 130 109.8362
4 131 101.9804
4 132 94.1488
4 133 89.8888
4 134 93.0376
4 135 96.7471
4 136 100.9554
4 137 105.603
4 138 110.6345
4 139 104.69
4 140 110.3449
4 141 116.2755
4 142 122.4418
4 143 128.8099
4 144 133.6862
4 145 127.5617
4 146 121.6553
4 147 116.0
4 148 119.3315
4 149 129.7998
4 150 150.3596
4 151 146.697
4 152 140.4564
4 153 135.8234
4 154 137.9275
4 155 143.3876
4 156 166.5173
4 157 169.9412
4 158 173.6663
4 159 177.6739
4 160 186.4618
4 161 191.2067
4 162 196.1632
4 163 201.3157
4 164 206.6495
4 165 220.9072
4 166 229.9565
4 167 236.1356
4 168 235.2871
4 169 226.4509
4 170 220.0
4 171 220.0
4 172 210.789
4 173 199.7198
4 174 181.945
4 175 158.6443
4 176 154.3503
4 177 145.4373
4 178 148.054
4 179 156.8184
4 180 163.2176
4 181 168.0476
4 182 173.1127
4 183 178.3928
4 184 183.8695
4 185 184.0435
4 186 189.5257
4 187 200.9975
4 188 195.6732
4 189 190.5361
4 190 183.2157
4 191 175.3283
4 192 165.6019
4 193 159.8499
4 194 155.7947
4 195 148.8624
4 196 153.1013
4 197 146.4787
4 198 140.0
4 199 135.3514
4 200 142.0422
4 201 134.4619
4 202 123.5476
4 203 112.712
4 204 101.9804
4 205 91.3893
4 206 92.3472
4 207 84.7585
4 208 82.4621
4 209 90.2441
4 210 98.0612
4 211 100.0
4 212 107.7033
4 213 105.9056
4 214 113.7717
4 215 115.447
4 216 123.2234
4 217 121.6553
4 218 129.5531
4 219 131.0267
4 220 138.8524
4 221 137.4627
4 222 136.0588
4 223 128.0625
4 224 120.0666
4 225 112.0714
4 226 104.0769
4 227 96.0833
4 228 88.0909
4 229 80.0999
4 230 82.4621
4 231 90.2441
4 232 98.0612
4 233 105.9056
4 234 107.7033
4 235 100.0
4 236 92.3472
4 237 84.7585
4 238 77.2528
4 239 69.857
4 240 62.6099
4 241 57.6888
4 242 53.6656
4 243 59.4643
4 244 67.0522
4 245 74.7262
4 246 61.1882
4 247 48.1664
4 248 56.1427
4 249 64.1249
4 250 72.111
4 251 74.7262
4 252 77.2528
4 253 69.857
4 254 67.0522
4 255 59.4643
4 256 62.6099
4 257 55.5698
4 258 48.8262
4 259 42.5206
4 260 48.1664
4 261 59.4643
4 262 70.7672
4 263 82.0731
4 264 93.3809
4 265 99.3579
4 266 94.4034
4 267 89.8888
4 268 85.8836
4 269 82.4621
4 270 61.1882
4 271 53.3667
4 272 45.607
4 273 37.9473
4 274 30.4631
4 275 23.3238
4 276 18.868
4 277 32.249
4 278 28.2843
4 279 33.9411
5 6 15.6205
5 7 21.6333
5 8 18.4391
5 9 28.6356
5 10 36.0555
5 11 43.6807
5 12 51.4198
5 13 59.2284
5 14 50.1597
5 15 59.2284
5 16 74.9667
5 17 82.8734
5 18 90.7965
5 19 98.732
5 20 106.6771
5 21 98.732
5 22 82.8734
5 23 74.9667
5 24 90.7965
5 25 106.6771
5 26 114.6298
5 27 122.5887
5 28 130.0615
5 29 142.0563
5 30 142.0563
5 31 142.5061
5 32 156.205
5 33 166.0
5 34 182.0
5 35 182.1757
5 36 190.3786
5 37 190.0421
5 38 190.0421
5 39 190.3786
5 40 191.0497
5 41 192.0521
5 42 193.3805
5 43 209.122
5 44 207.8942
5 45 206.9686
5 46 206.3492
5 47 206.0388
5 48 206.0388
5 49 206.3492
5 50 214.3362
5 51 214.0374
5 52 214.0374
5 53 214.3362
5 54 214.9325
5 55 215.824
5 56 217.0069
5 57 218.4765
5 58 210.6466
5 59 195.0282
5 60 196.9873
5 61 206.3201
5 62 214.0093
5 63 222.2521
5 64 224.544
5 65 232.181
5 66 237.6973
5 67 234.9553
5 68 242.7921
5 69 245.4465
5 70 247.5237
5 71 249.8399
5 72 252.3886
5 73 255.1627
5 74 258.155
5 75 250.7987
5 76 261.358
5 77 264.764
5 78 248.6524
5 79 243.4173
5 80 239.7082
5 81 236.2118
5 82 232.9378
5 83 229.8956
5 84 227.0947
5 85 218.8881
5 86 222.468
5 87 226.4332
5 88 231.6722
5 89 231.9483
5 90 235.9831
5 91 240.2166
5 92 251.4359
5 93 258.2789
5 94 265.1867
5 95 269.2582
5 96 262.4576
5 97 255.7264
5 98 249.2388
5 99 240.8402
5 100 236.0085
5 101 231.3525
5 102 226.8832
5 103 222.6118
5 104 215.824
5 105 209.122
5 106 204.7926
5 107 218.5498
5 108 224.5885
5 109 214.7091
5 110 211.1019
5 111 219.1803
5 112 215.0814
5 113 207.7402
5 114 204.6363
5 115 211.3764
5 116 201.8019
5 117 199.2486
5 118 154.1558
5 119 151.2217
5 120 148.6607
5 121 146.4923
5 122 144.7342
5 123 143.4015
5 124 142.5061
5 125 130.5527
5 126 122.5887
5 127 114.6298
5 128 115.7411
5 129 107.8703
5 130 100.02
5 131 92.1954
5 132 84.4038
5 133 80.6226
5 134 84.119
5 135 88.2043
5 136 92.8009
5 137 97.8366
5 138 103.2473
5 139 97.6729
5 140 103.7111
5 141 110.0
5 142 116.4989
5 143 123.1747
5 144 127.6401
5 145 121.2106
5 146 114.9783
5 147 108.9771
5 148 111.8034
5 149 121.6059
5 150 141.6616
5 151 137.7679
5 152 131.103
5 153 126.1269
5 154 128.39
5 155 134.2386
5 156 157.4421
5 157 161.059
5 158 164.9848
5 159 169.1981
5 160 178.404
5 161 183.3576
5 162 188.5206
5 163 193.8762
5 164 199.4091
5 165 213.5884
5 166 222.396
5 167 228.4294
5 168 227.2004
5 169 218.4033
5 170 212.0849
5 171 212.0849
5 172 202.5142
5 173 191.3844
5 174 173.6779
5 175 150.4261
5 176 145.8904
5 177 137.0109
5 178 140.3567
5 179 149.0369
5 180 155.2417
5 181 160.3122
5 182 165.614
5 183 171.1257
5 184 176.8276
5 185 177.4599
5 186 182.7019
5 187 194.3708
5 188 189.2829
5 189 184.4017
5 190 177.5049
5 191 170.1764
5 192 159.7623
5 193 154.8289
5 194 151.1688
5 195 144.0139
5 196 147.8513
5 197 140.9823
5 198 134.2386
5 199 130.0
5 200 136.9525
