130 8385.0
1 26 170.0336
1 27 274.7958
1 28 259.4539
1 29 215.3102
1 30 132.9248
1 31 403.8792
1 32 172.6451
1 33 132.393
1 34 80.9912
1 35 410.1221
1 36 189.1523
1 37 235.943
1 38 105.9925
1 39 207.5183
1 40 114.1233
1 41 206.109
1 42 223.047
1 43 195.0129
1 44 213.193
1 45 74.1671
1 46 207.0692
1 47 374.2141
1 48 280.1302
1 49 39.7729
1 50 249.6057
1 51 442.3962
1 52 259.596
1 53 74.8281
1 54 272.3182
1 55 433.321
1 56 464.5776
1 57 274.7396
1 58 242.4433
1 59 262.6042
1 60 285.5699
1 61 203.1265
1 62 308.9311
1 63 389.116
1 64 401.658
1 65 391.663
1 66 310.0814
1 67 326.0238
1 68 410.9536
1 69 304.1391
1 70 92.0136
1 71 339.4857
1 72 372.2356
1 73 414.4879
1 74 419.3674
1 75 246.5156
1 76 359.1782
1 77 307.289
1 78 228.2449
1 79 59.2541
1 80 321.0599
1 81 491.2869
1 82 179.2923
1 83 412.3507
1 84 342.0849
1 85 457.9899
1 86 308.6452
1 87 406.7849
1 88 286.4695
1 89 313.1804
1 90 412.795
1 91 303.6108
1 92 149.0279
1 93 319.1679
1 94 236.2707
1 95 298.9936
1 96 323.0634
1 97 332.7741
1 98 402.5665
1 99 175.8845
1 100 538.9302
1 101 407.0362
1 102 365.2463
1 103 203.6326
1 104 184.7385
1 105 216.9624
1 106 228.4545
1 107 136.6603
1 108 279.0292
1 109 298.9262
1 110 547.7112
1 111 174.0304
1 112 392.0904
1 113 154.5445
1 114 230.5034
1 115 211.6004
1 116 146.2358
1 117 57.5662
1 118 442.5711
1 119 273.325
1 120 245.7993
1 121 267.2428
1 122 547.5872
1 123 305.5541
1 124 318.0481
1 125 180.2373
1 126 205.0987
1 127 175.8141
1 128 270.553
1 129 57.1984
2 3 220.0633
2 4 257.2138
2 5 408.5569
2 6 463.9986
2 7 48.6277
2 8 596.0882
2 9 300.7071
2 10 278.6721
2 11 441.2908
2 12 262.3244
2 13 295.2245
2 14 369.3177
2 15 177.2766
2 16 249.9608
2 17 68.0156
2 18 335.74
2 19 140.7228
2 20 117.8599
2 21 190.8098
2 22 210.9173
2 23 368.4809
2 24 502.5035
2 25 413.5263
2 26 307.6167
2 27 169.9238
2 28 398.5822
2 29 78.3228
2 30 271.0432
2 31 538.7323
2 32 131.2746
2 33 264.7546
2 34 189.1094
2 35 546.5317
2 36 193.2644
2 37 357.7018
2 38 105.4249
2 39 213.9324
2 40 134.7595
2 41 262.9881
2 42 349.136
2 43 237.6597
2 44 215.8265
2 45 114.4644
2 46 211.9542
2 47 499.7146
2 48 367.7404
2 49 103.3977
2 50 299.837
2 51 564.9069
2 52 337.7594
2 53 208.0562
2 54 289.8252
2 55 564.2351
2 56 594.6637
2 57 364.142
2 58 106.5964
2 59 311.1141
2 60 316.8499
2 61 135.5113
2 62 427.7264
2 63 442.4589
2 64 532.2042
2 65 252.5777
2 66 271.8537
2 67 450.6908
2 68 465.0314
2 69 407.7328
2 70 104.3688
2 71 426.9764
2 72 489.8332
2 73 533.9156
2 74 539.6966
2 75 264.28
2 76 498.123
2 77 186.0087
2 78 362.7505
2 79 121.0633
2 80 457.0351
2 81 625.5818
2 82 43.5889
2 83 548.7672
2 84 202.9
2 85 518.8054
2 86 440.9991
2 87 473.7411
2 88 423.6938
2 89 173.9989
2 90 492.6554
2 91 416.5483
2 92 175.8332
2 93 457.5379
2 94 372.8404
2 95 262.7507
2 96 419.491
2 97 463.202
2 98 515.8452
2 99 315.0736
2 100 676.5028
2 101 415.9687
2 102 502.5714
2 103 322.8361
2 104 129.2014
2 105 318.8308
2 106 341.8627
2 107 45.8417
2 108 299.5868
2 109 432.0291
2 110 686.352
2 111 106.1243
2 112 527.3517
2 113 28.7813
2 114 125.1588
2 115 349.3951
2 116 70.9405
2 117 141.2749
2 118 580.7839
2 119 341.8154
2 120 134.6314
2 121 269.763
2 122 686.089
2 123 368.8661
2 124 178.8767
2 125 68.2896
2 126 311.0644
2 127 146.4359
2 128 332.8225
2 129 105.8689
3 4 404.9101
3 5 273.7946
3 6 449.6076
3 7 188.1612
3 8 386.0385
3 9 241.039
3 10 412.4339
3 11 243.7715
3 12 257.2975
3 13 236.1536
3 14 225.3765
3 15 320.8198
3 16 163.5421
3 17 155.9615
3 18 221.4905
3 19 79.6101
3 20 152.3727
3 21 127.6442
3 22 156.7847
3 23 208.6482
3 24 413.7879
3 25 424.5783
3 26 200.0139
3 27 383.6666
3 28 243.8559
3 29 276.1594
3 30 170.6252
3 31 418.3181
3 32 158.1866
3 33 195.8258
3 34 50.7107
3 35 416.8611
3 36 120.56
3 37 147.705
3 38 232.087
3 39 127.9984
3 40 244.0104
3 41 83.232
3 42 281.4827
3 43 85.7932
3 44 343.5358
3 45 105.718
3 46 129.2127
3 47 418.112
3 48 152.8935
3 49 159.4939
3 50 125.6413
3 51 349.4405
3 52 129.5393
3 53 90.1554
3 54 166.3726
3 55 359.0174
3 56 387.3593
3 57 148.2135
3 58 296.6157
3 59 138.4806
3 60 411.0243
3 61 323.4052
3 62 370.9322
3 63 503.7356
3 64 327.1463
3 65 455.3365
3 66 243.4916
3 67 375.4701
3 68 524.5582
3 69 387.1894
3 70 218.413
3 71 212.8983
3 72 272.1627
3 73 316.7478
3 74 323.0063
3 75 375.3808
3 76 329.8123
3 77 327.8881
3 78 179.4818
3 79 102.1688
3 80 270.3011
3 81 426.4863
3 82 263.3327
3 83 418.9227
3 84 405.3316
3 85 566.7754
3 86 243.6662
3 87 513.6973
3 88 298.5189
3 89 376.1727
3 90 284.2847
3 91 197.7649
3 92 84.2973
3 93 318.8217
3 94 197.1746
3 95 232.6892
3 96 412.0632
3 97 367.5797
3 98 296.387
3 99 179.8317
3 100 488.7339
3 101 294.7505
3 102 319.6176
3 103 277.8481
3 104 307.0945
3 105 98.785
3 106 307.4449
3 107 189.365
3 108 406.7977
3 109 328.5134
3 110 506.3326
3 111 292.1107
3 112 405.5036
3 113 218.6231
3 114 337.817
3 115 185.208
3 116 258.3392
3 117 84.907
3 118 435.4816
3 119 143.1064
3 120 265.3352
3 121 173.9436
3 122 504.6976
3 123 418.7688
3 124 383.0169
3 125 221.6353
3 126 296.1444
3 127 303.0097
3 128 386.1339
3 129 183.3404
4 5 650.2471
4 6 328.6798
4 7 303.3361
4 8 696.5884
4 9 555.0096
4 10 31.1111
4 11 536.9701
4 12 519.5353
4 13 549.403
4 14 417.2932
4 15 86.1878
4 16 311.4664
4 17 307.0399
4 18 367.0611
4 19 346.3094
4 20 368.5553
4 21 434.2136
4 22 459.9609
4 23 434.4503
4 24 443.1339
4 25 264.8983
4 26 347.7707
4 27 177.2844
4 28 448.3599
4 29 299.0054
4 30 328.6914
4 31 509.2702
4 32 383.8018
4 33 296.944
4 34 355.4807
4 35 527.0685
4 36 434.3986
4 37 491.3232
4 38 178.1249
4 39 455.3592
4 40 161.1425
4 41 476.8797
4 42 322.976
4 43 460.5113
4 44 63.8238
4 45 321.3267
4 46 453.9508
4 47 432.6445
4 48 553.8272
4 49 248.6484
4 50 519.6413
4 51 684.5482
4 52 534.2254
4 53 335.7305
4 54 529.2609
4 55 656.3784
4 56 688.3981
4 57 548.171
4 58 320.3121
4 59 532.4208
4 60 105.5941
4 61 129.3478
4 62 353.8653
4 63 229.0733
4 64 627.7824
4 65 376.8508
4 66 528.3565
4 67 390.4059
4 68 249.143
4 69 298.9536
4 70 190.3322
4 71 612.5223
4 72 624.8852
4 73 662.8057
4 74 666.1208
4 75 66.7669
4 76 539.417
4 77 412.8552
4 78 457.7974
4 79 314.6496
4 80 532.9547
4 81 698.2155
4 82 247.0516
4 83 529.0747
4 84 347.465
4 85 305.4721
4 86 536.4317
4 87 275.7755
4 88 430.6743
4 89 332.4479
4 90 686.6847
4 91 564.4101
4 92 403.8473
4 93 470.4111
4 94 455.6057
4 95 518.8963
4 96 290.6035
4 97 422.9368
4 98 659.0736
4 99 378.5268
4 100 722.4166
4 101 662.0702
4 102 564.0789
4 103 286.6992
4 104 129.0073
4 105 488.1541
4 106 281.8539
4 107 300.5111
4 108 79.4344
4 109 410.9884
4 110 717.8376
4 111 152.6025
4 112 502.1374
4 113 284.5466
4 114 179.0878
4 115 427.2767
4 116 186.2802
4 117 324.972
4 118 575.2721
4 119 547.5147
4 120 380.1544
4 121 515.3332
4 122 719.9135
4 123 190.7283
4 124 330.2561
4 125 322.7732
4 126 248.044
4 127 112.5931
4 128 168.4236
4 129 223.5495
5 6 720.323
5 7 360.17
5 8 475.3096
5 9 136.5547
5 10 664.2213
5 11 410.3275
5 12 203.9781
5 13 139.4144
5 14 464.4859
5 15 564.143
5 16 435.4455
5 17 346.6225
5 18 478.4161
5 19 307.1504
5 20 290.8429
5 21 218.3688
5 22 198.6594
5 23 438.6757
5 24 662.7483
5 25 698.1146
5 26 462.6691
5 27 572.68
5 28 470.2112
5 29 416.4548
5 30 439.2087
5 31 647.2757
5 32 278.5722
5 33 467.8774
5 34 321.4086
5 35 638.6175
5 36 217.0109
5 37 324.9274
5 38 472.4732
5 39 195.947
5 40 493.1413
5 41 190.5796
5 42 548.052
5 43 195.4788
5 44 594.7865
5 45 329.9771
5 46 197.6376
5 47 670.195
5 48 209.192
5 49 405.3375
5 50 149.6413
5 51 419.9613
5 52 188.993
5 53 363.9222
5 54 120.9914
5 55 472.3652
5 56 487.1089
5 57 214.9053
5 58 419.0848
5 59 137.6513
5 60 675.6998
5 61 541.8417
5 62 635.0626
5 63 776.0082
5 64 448.9238
5 65 549.357
5 66 177.3859
5 67 633.1171
5 68 797.1849
5 69 658.3853
5 70 461.0152
5 71 212.0345
5 72 351.641
5 73 384.6486
5 74 392.6747
5 75 633.9883
5 76 523.6008
5 77 382.586
5 78 392.8377
5 79 338.8268
5 80 449.8916
5 81 544.4081
5 82 439.8164
5 83 640.3131
5 84 509.4863
5 85 840.3821
5 86 410.6673
5 87 787.4134
5 88 538.1952
5 89 487.2136
5 90 208.8183
5 91 302.005
5 92 246.8355
5 93 545.4721
5 94 414.084
5 95 178.642
5 96 684.3719
5 97 616.7273
5 98 345.3369
5 99 433.8982
5 100 624.19
5 101 29.7816
5 102 493.638
5 103 549.0596
5 104 531.5397
5 105 257.5495
5 106 579.0077
5 107 362.8874
5 108 667.7609
5 109 577.3107
5 110 654.7851
5 111 510.5265
5 112 634.6702
5 113 388.629
5 114 530.8905
5 115 417.6199
5 116 473.2673
5 117 333.3202
5 118 640.5062
5 119 162.7734
5 120 349.3187
5 121 139.0082
5 122 650.804
5 123 691.2384
5 124 495.663
5 125 362.3049
5 126 569.659
5 127 538.9553
5 128 657.7176
5 129 430.4101
6 7 487.6281
6 8 531.4083
6 9 682.0435
6 10 301.3121
6 11 408.2606
6 12 678.1264
6 13 676.6336
6 14 285.6558
6 15 333.9858
6 16 286.066
6 17 467.506
6 18 251.3686
6 19 447.6382
6 20 522.3542
6 21 552.8804
6 22 585.3695
6 23 315.2735
6 24 158.8199
6 25 63.875
6 26 260.5257
6 27 484.9056
6 28 300.5038
6 29 537.6523
6 30 281.1174
6 31 237.8564
6 32 537.8278
6 33 253.8235
6 34 407.8996
6 35 261.7825
6 36 548.4309
6 37 429.8849
6 38 360.8596
6 39 564.0745
6 40 332.5403
6 41 531.3351
6 42 174.6174
6 43 534.4698
6 44 302.0334
6 45 439.5275
6 46 564.2333
6 47 143.1921
6 48 542.0406
6 49 378.2181
6 50 570.732
6 51 546.3952
6 52 543.8312
6 53 360.9205
6 54 615.6718
6 55 489.0675
6 56 516.3672
6 57 535.0382
6 58 565.6605
6 59 582.6844
6 60 225.9664
6 61 406.1321
6 62 102.3421
6 63 161.6073
6 64 471.5277
6 65 674.7275
6 66 673.4677
6 67 130.5692
6 68 165.1879
6 69 62.5642
6 70 359.8023
6 71 584.2107
6 72 521.0865
6 73 541.6182
6 74 540.8961
6 75 264.8886
6 76 341.4073
6 77 650.0069
6 78 362.7006
6 79 424.2192
6 80 380.4779
6 81 498.7985
6 82 484.1313
6 83 263.0217
6 84 634.3007
6 85 166.6966
6 86 407.6009
6 87 123.4451
6 88 237.1925
6 89 611.2278
6 90 655.9854
6 91 495.2255
6 92 506.0543
6 93 263.9727
6 94 346.0373
6 95 662.2775
6 96 44.5874
6 97 171.3268
6 98 558.2552
6 99 294.1421
6 100 488.9427
6 101 743.1645
6 102 383.0034
6 103 171.7634
6 104 390.4233
6 105 475.138
6 106 142.2678
6 107 485.7117
6 108 251.1457
6 109 192.0622
6 110 469.9051
6 111 405.4226
6 112 237.4458
6 113 490.3989
6 114 465.199
6 115 327.5102
6 116 414.6805
6 117 417.1504
6 118 313.5124
6 119 567.6565
6 120 595.5996
6 121 619.4328
6 122 474.0931
6 123 140.3462
6 124 612.249
6 125 526.6202
6 126 160.3605
6 127 358.9737
6 128 160.8153
6 129 363.6686
7 8 571.7204
7 9 252.6965
7 10 323.416
7 11 421.3999
7 12 217.1743
7 13 247.1728
7 14 362.7544
7 15 221.143
7 16 249.7105
7 17 33.6865
7 18 334.7617
7 19 109.456
7 20 69.3418
7 21 142.9369
7 22 162.3093
7 23 358.0341
7 24 511.6412
7 25 440.958
7 26 306.7689
7 27 215.4735
7 28 390.1947
7 29 88.507
7 30 269.4537
7 31 541.242
7 32 82.666
7 33 269.6452
7 34 166.327
7 35 546.9299
7 36 145.8072
7 37 332.2003
7 38 140.1773
7 39 166.213
7 40 168.6707
7 41 220.7595
7 42 358.88
7 43 193.7794
7 44 258.371
7 45 87.8143
7 46 164.1518
7 47 510.3477
7 48 329.668
7 49 111.3776
7 50 255.4937
7 51 537.205
7 52 297.9672
7 53 195.2319
7 54 241.953
7 55 542.1
7 56 571.6697
7 57 326.6136
7 58 111.5638
7 59 266.297
7 60 356.5789
7 61 183.8987
7 62 442.1347
7 63 479.0869
7 64 510.0054
7 65 269.1305
7 66 225.0216
7 67 461.7491
7 68 501.6737
7 69 428.9826
7 70 135.0462
7 71 387.9595
7 72 460.3063
7 73 504.8534
7 74 511.0387
7 75 305.496
7 76 487.8902
7 77 169.8699
7 78 346.0383
7 79 99.594
7 80 440.8754
7 81 606.2656
7 82 83.044
7 83 549.1519
7 84 218.8248
7 85 554.227
7 86 421.1706
7 87 507.3093
7 88 423.0195
7 89 189.4395
7 90 451.1762
7 91 385.8988
7 92 132.4455
7 93 454.3526
7 94 358.4363
7 95 215.594
7 96 443.5643
7 97 470.0974
7 98 484.1547
7 99 308.4271
7 100 661.6149
7 101 367.3562
7 102 488.0876
7 103 336.2913
7 104 176.6067
7 105 286.1391
7 106 358.3051
7 107 2.8408
7 108 340.9789
7 109 436.4916
7 110 674.1109
7 111 153.9368
7 112 529.363
7 113 32.0705
7 114 171.8102
7 115 337.2932
7 116 117.6726
7 117 119.6281
7 118 577.6712
7 119 299.8731
7 120 109.6384
7 121 221.2814
7 122 673.3995
7 123 402.3329
7 124 195.8709
7 125 42.6836
7 126 330.2658
7 127 191.3149
7 128 366.0255
7 129 123.9954
8 9 548.979
8 10 688.8328
8 11 161.2774
8 12 597.5524
8 13 546.8667
8 14 282.111
8 15 631.7291
8 16 387.9569
8 17 538.3711
8 18 332.8735
8 19 462.4326
8 20 537.1085
8 21 492.8855
8 22 510.7338
8 23 262.301
8 24 387.9558
8 25 555.0229
8 26 349.261
8 27 742.1397
8 28 253.2818
8 29 660.227
8 30 368.9861
8 31 322.2523
8 32 540.6625
8 33 399.6512
8 34 407.2536
8 35 299.9358
8 36 485.226
8 37 239.5223
8 38 567.1298
8 39 480.4536
8 40 562.8095
8 41 394.2769
8 42 396.7281
8 43 423.958
8 44 634.5386
8 45 484.7313
8 46 482.8281
8 47 403.2295
8 48 289.1256
8 49 507.5297
8 50 393.319
8 51 56.5787
8 52 324.3265
8 53 393.0997
8 54 459.4099
8 55 42.7622
8 56 18.885
8 57 286.9589
8 58 682.0148
8 59 394.1205
8 60 647.4026
8 61 665.7136
8 62 430.9947
8 63 670.8695
8 64 68.8105
8 65 840.577
8 66 573.9143
8 67 401.0494
8 68 683.0582
8 69 492.661
8 70 553.9317
8 71 264.3421
8 72 127.9597
8 73 90.6642
8 74 82.6497
8 75 640.866
8 76 190.3092
8 77 710.6161
8 78 242.9962
8 79 475.5983
8 80 165.2162
8 81 76.7535
8 82 639.4352
8 83 300.1178
8 84 790.3657
8 85 697.138
8 86 161.7471
8 87 648.884
8 88 298.292
8 89 761.0419
8 90 281.2647
8 91 197.9659
8 92 462.8799
8 93 267.5515
8 94 241.7169
8 95 566.2035
8 96 522.7843
8 97 361.4047
8 98 130.3835
8 99 318.2695
8 100 158.2172
8 101 504.891
8 102 148.6801
8 103 427.8163
8 104 645.8482
8 105 295.461
8 106 447.1507
8 107 572.5594
8 108 658.1942
8 109 340.3963
8 110 195.3234
8 111 639.2883
8 112 315.2556
8 113 600.3916
8 114 698.2842
8 115 269.9909
8 116 613.9615
8 117 455.1695
8 118 265.6558
8 119 343.342
8 120 649.5527
8 121 488.2842
8 122 189.8661
8 123 601.8861
8 124 767.5804
8 125 607.3452
8 126 469.3719
8 127 628.6275
8 128 587.1587
8 129 522.5174
9 10 573.3416
9 11 447.3435
9 12 67.5741
9 13 5.6989
9 14 463.2912
9 15 470.9357
9 16 399.3002
9 17 248.9842
9 18 462.5283
9 19 236.92
9 20 186.5792
9 21 130.9683
9 22 99.5651
9 23 443.0475
9 24 654.7626
9 25 648.9999
9 26 440.6859
9 27 454.2823
9 28 477.8016
9 29 292.6712
9 30 409.5323
9 31 655.6943
9 32 171.2078
9 33 430.3714
9 34 275.3078
9 35 652.0228
9 36 134.4072
9 37 349.1709
9 38 382.9646
9 39 117.9728
9 40 408.0031
9 41 174.8955
9 42 519.9547
9 43 157.171
9 44 505.9308
9 45 251.5318
9 46 117.8266
9 47 659.146
9 48 260.1745
9 49 325.8334
9 50 158.5599
9 51 497.8974
9 52 226.3193
9 53 323.2758
9 54 90.9834
9 55 536.2592
9 56 557.1818
9 57 262.9461
9 58 291.0158
9 59 155.571
9 60 597.4863
9 61 436.1759
9 62 609.8322
9 63 710.4455
9 64 508.1331
9 65 413.772
9 66 40.873
9 67 616.1568
9 68 732.6043
9 69 619.5721
9 70 373.8273
9 71 291.5301
9 72 421.0201
9 73 461.2418
9 74 469.1731
9 75 550.1481
9 76 551.8133
9 77 246.7016
9 78 405.1451
9 79 264.7346
9 80 482.7865
9 81 609.246
9 82 324.7053
9 83 653.9858
9 84 375.3512
9 85 780.8969
9 86 447.4957
9 87 729.999
9 88 537.5681
9 89 354.4235
9 90 317.3102
9 91 355.2746
9 92 176.2411
9 93 554.348
9 94 425.4763
9 95 43.6643
9 96 641.727
9 97 608.4991
9 98 425.8315
9 99 420.5108
9 100 683.7075
9 101 129.8947
9 102 531.1282
9 103 511.9467
9 104 429.2873
9 105 275.9573
9 106 540.4021
9 107 255.537
9 108 585.319
9 109 569.3124
9 110 709.0464
9 111 406.6097
9 112 642.8274
9 113 276.4291
9 114 415.6474
9 115 419.7997
9 116 370.2994
9 117 267.2283
9 118 664.6558
9 119 205.6911
9 120 218.5049
9 121 68.833
9 122 706.0757
9 123 627.9849
9 124 362.8748
9 125 243.9765
9 126 523.236
9 127 442.4594
9 128 592.4401
9 129 348.974
10 11 530.5618
10 12 540.4389
10 13 567.6949
10 14 407.7521
10 15 102.4791
10 16 307.6387
10 17 324.4692
10 18 357.0875
10 19 358.2046
10 20 386.7925
10 21 450.0772
10 22 476.934
10 23 426.5838
10 24 421.1777
10 25 237.4372
10 26 339.5939
10 27 208.1543
10 28 438.2569
10 29 324.9425
10 30 323.5031
10 31 489.3758
10 32 402.3721
10 33 290.2453
10 34 362.2641
10 35 507.9599
10 36 449.7932
10 37 490.3721
10 38 192.1485
10 39 470.5881
10 40 171.502
10 41 487.049
10 42 307.6953
10 43 472.3293
10 44 69.6398
10 45 334.3077
10 46 469.3132
10 47 410.0849
10 48 558.8339
10 49 259.7734
10 50 530.2173
10 51 679.2505
10 52 540.9876
10 53 338.7193
10 54 543.4193
10 55 648.0126
10 56 679.9082
10 57 552.9573
10 58 347.1837
10 59 543.1137
10 60 76.1725
10 61 155.9297
10 62 332.1107
10 63 197.9626
10 64 620.1353
10 65 407.7483
10 66 548.0984
10 67 369.2927
10 68 218.0587
10 69 274.8009
10 70 203.2247
10 71 616.7882
10 72 622.1512
10 73 658.8833
10 74 661.853
10 75 48.5776
10 76 526.6616
10 77 439.8492
10 78 452.8327
10 79 326.3837
10 80 524.2695
10 81 687.1742
10 82 271.8715
10 83 509.9172
10 84 377.7906
10 85 274.4122
10 86 530.0025
10 87 244.8395
10 88 416.064
10 89 362.2055
10 90 691.5791
10 91 564.0839
10 92 417.3898
10 93 455.6427
10 94 449.2215
10 95 538.3754
10 96 264.5398
10 97 403.2973
10 98 657.037
10 99 372.0151
10 100 708.1917
10 101 677.1674
10 102 553.257
10 103 271.7712
10 104 152.9803
10 105 491.8483
10 106 264.1066
10 107 320.6219
10 108 50.2957
10 109 393.6863
10 110 702.1023
10 111 176.414
10 112 482.7727
10 113 306.6314
10 114 208.1686
10 115 421.012
10 116 207.9795
10 117 335.0828
10 118 557.016
10 119 555.5108
10 120 404.8755
10 121 531.0156
10 122 704.41
10 123 162.1063
10 124 360.2204
10 125 345.4558
10 126 231.689
10 127 132.2956
10 128 142.4437
10 129 234.534
11 12 483.7663
11 13 443.9733
11 14 130.786
11 15 470.6279
11 16 226.9618
11 17 387.7196
11 18 179.5549
11 19 314.0427
11 20 395.732
11 21 364.2125
11 22 387.851
11 23 105.8479
11 24 291.1206
11 25 419.4416
11 26 191.8438
11 27 582.1736
11 28 108.5404
11 29 509.3601
11 30 208.4741
11 31 250.9609
11 32 401.9573
11 33 240.3784
11 34 255.0797
11 35 237.0608
11 36 356.5608
11 37 100.1017
11 38 406.3891
11 39 356.8593
11 40 401.5674
11 41 275.7128
11 42 251.7962
11 43 301.1616
11 44 474.4157
11 45 333.5885
11 46 358.8729
11 47 303.5569
11 48 201.2644
11 49 348.7768
11 50 289.8115
11 51 149.7947
11 52 226.8114
11 53 234.8445
11 54 356.843
11 55 124.4801
11 56 156.0924
11 57 195.8522
11 58 532.8707
11 59 295.2827
11 60 493.5755
11 61 504.8039
11 62 306.0837
11 63 531.245
11 64 93.2567
11 65 690.1898
11 66 463.8248
11 67 284.7294
11 68 545.9219
11 69 359.6748
11 70 393.3326
11 71 212.6402
11 72 113.163
11 73 135.9256
11 74 136.7381
11 75 483.0954
11 76 114.4494
11 77 571.4485
11 78 81.865
11 79 322.7716
11 80 40.4041
11 81 184.8704
11 82 484.1083
11 83 238.4069
11 84 639.8568
11 85 567.8366
11 86 0.6602
11 87 516.4919
11 88 173.1242
11 89 610.4378
11 90 269.6908
11 91 112.1532
11 92 326.578
11 93 158.8894
11 94 81.3923
11 95 454.4655
11 96 390.5138
11 97 252.0473
11 98 150.0823
11 99 158.5939
11 100 245.1772
11 101 439.4623
11 102 84.3986
11 103 278.5275
11 104 484.8518
11 105 171.9011
11 106 301.7468
11 107 421.9131
11 108 502.4466
11 109 219.7379
11 110 264.9735
11 111 478.8153
11 112 239.5273
11 113 448.3007
11 114 538.816
11 115 109.7007
11 116 454.528
11 117 302.3501
11 118 231.2572
11 119 251.9207
11 120 508.5208
11 121 380.2497
11 122 262.7911
11 123 456.2363
11 124 616.5069
11 125 459.6015
11 126 318.8892
11 127 467.3606
11 128 437.4667
11 129 362.5742
12 13 65.425
12 14 482.611
12 15 438.2857
12 16 403.3611
12 17 222.0556
12 18 474.7834
12 19 231.3839
12 20 160.1651
12 21 131.2214
12 22 100.5313
12 23 465.569
12 24 666.7075
12 25 639.7072
12 26 450.5894
12 27 403.6864
12 28 500.7689
12 29 240.3058
12 30 416.6106
12 31 675.4533
12 32 143.9377
12 33 432.5186
12 34 281.0763
12 35 674.144
12 36 137.5965
12 37 383.8286
12 38 355.2132
12 39 129.9513
12 40 382.3993
12 41 208.2804
12 42 524.4328
12 43 183.0936
12 44 475.4609
12 45 238.9215
12 46 128.4544
12 47 669.5203
12 48 309.1152
12 49 307.3749
12 50 204.401
12 51 548.6838
12 52 273.3291
12 53 328.6918
12 54 140.626
12 55 581.3688
12 56 604.3208
12 57 310.7871
12 58 234.3792
12 59 204.8777
12 60 572.1534
12 61 395.506
12 62 613.8979
12 63 691.0771
12 64 551.9198
12 65 348.1243
12 66 27.6026
12 67 624.3031
12 68 713.5453
12 69 616.3475
12 70 348.0011
12 71 347.3739
12 72 470.1813
12 73 512.1239
12 74 519.8931
12 75 522.0915
12 76 582.2179
12 77 181.0693
12 78 432.5107
12 79 253.9962
12 80 516.6367
12 81 653.7528
12 82 279.3263
12 83 676.2008
12 84 311.4769
12 85 764.2077
12 86 483.8389
12 87 715.0185
12 88 555.2401
12 89 292.1061
12 90 379.8709
12 91 400.643
12 92 178.8381
12 93 576.0921
12 94 451.7308
12 95 31.8905
12 96 636.076
12 97 621.0971
12 98 478.6339
12 99 435.4053
12 100 725.3029
12 101 195.4728
12 102 565.8548
12 103 511.8723
