666 221445.0
0 502 76.605
0 503 79.0573
0 504 79.2671
0 505 86.8166
0 506 86.6918
0 507 89.7208
0 508 90.2015
0 509 88.5679
0 510 85.1262
0 511 82.6842
0 512 81.3296
0 513 80.3849
0 514 77.2104
0 515 76.2725
0 516 71.9942
0 517 70.3917
0 518 68.9226
0 519 69.5082
0 520 72.3082
0 521 74.8916
0 522 72.9898
0 523 76.7817
0 524 77.1859
0 525 80.0911
0 526 82.67
0 527 80.1262
0 528 83.5017
0 529 87.792
0 530 88.7635
0 531 92.428
0 532 94.5648
0 533 93.7436
0 534 93.1079
0 535 89.8589
0 536 92.7968
0 537 94.0767
0 538 93.7051
0 539 98.3075
0 540 98.7097
0 541 96.9855
0 542 98.6136
0 543 102.4397
0 544 105.2998
0 545 106.8421
0 546 111.1906
0 547 98.609
0 548 104.8765
0 549 110.3102
0 550 101.7697
0 551 106.8868
0 552 110.3937
0 553 105.9885
0 554 109.4319
0 555 111.1239
0 556 111.669
0 557 112.096
0 558 115.2566
0 559 105.6993
0 560 109.1988
0 561 112.1456
0 562 113.8819
0 563 117.6843
0 564 121.0036
0 565 121.8053
0 566 124.0474
0 567 125.3883
0 568 126.0579
0 569 130.2337
0 570 131.0045
0 571 132.8502
0 572 130.8422
0 573 126.1824
0 574 131.2349
0 575 133.5576
0 576 136.4005
0 577 131.1136
0 578 135.0739
0 579 139.554
0 580 143.4336
0 581 144.3819
0 582 147.1421
0 583 148.6039
0 584 151.4447
0 585 158.856
0 586 147.52
0 587 141.444
0 588 142.9045
0 589 147.8653
0 590 152.5008
0 591 152.8797
0 592 158.5683
0 593 163.2304
0 594 150.3246
0 595 147.0828
0 596 145.9454
0 597 142.7022
0 598 132.7307
0 599 137.8887
0 600 137.6037
0 601 109.4063
0 602 116.6464
0 603 122.0484
0 604 119.9069
0 605 122.4
0 606 121.2611
0 607 131.4768
0 608 135.2398
0 609 128.8088
0 610 131.8926
0 611 134.8085
0 612 126.2528
0 613 131.739
0 614 123.9447
0 615 127.7104
0 616 126.7252
0 617 131.8142
0 618 132.4752
0 619 134.0306
0 620 135.4167
0 621 137.1008
0 622 140.2396
0 623 148.8168
0 624 148.9192
0 625 149.7902
0 626 149.76
0 627 147.1731
0 628 146.5661
0 629 146.1906
0 630 146.2787
0 631 143.5428
0 632 141.7454
0 633 142.9145
0 634 142.5136
0 635 163.5773
0 636 168.0499
0 637 178.8828
0 638 177.4793
0 639 165.8055
0 640 167.6815
0 641 186.1543
0 642 192.7617
0 643 198.0634
0 644 195.1857
0 645 192.7945
0 646 182.6809
0 647 175.1981
0 648 217.6414
0 649 217.9199
0 650 218.2842
0 651 215.5078
0 652 207.3784
0 653 199.7305
0 654 208.4571
0 655 200.5632
0 656 187.9232
0 657 189.464
0 658 182.9939
0 659 171.8935
0 660 180.39
0 661 170.9131
0 662 183.9022
0 663 173.637
0 664 160.1074
0 665 180.0
1 2 11.2284
1 3 12.2051
1 4 25.7111
1 5 40.0
1 6 46.7295
1 7 46.9582
1 8 56.1246
1 9 53.608
1 10 63.2003
1 11 63.6519
1 12 82.0838
1 13 85.0938
1 14 87.0594
1 15 88.8274
1 16 96.8847
1 17 106.7342
1 18 41.7295
1 19 45.878
1 20 48.1049
1 21 48.0282
1 22 53.3648
1 23 55.241
1 24 54.4308
1 25 58.3913
1 26 60.4612
1 27 61.7386
1 28 63.9977
1 29 68.9836
1 30 68.691
1 31 67.8926
1 32 69.888
1 33 69.1868
1 34 71.3897
1 35 74.1032
1 36 74.4472
1 37 75.1795
1 38 73.8892
1 39 75.6093
1 40 78.3498
1 41 78.9474
1 42 82.4808
1 43 78.9818
1 44 81.4949
1 45 90.2051
1 46 88.0034
1 47 87.3185
1 48 85.8988
1 49 85.5222
1 50 88.9872
1 51 91.7017
1 52 66.1299
1 53 70.2325
1 54 72.5419
1 55 76.689
1 56 74.3735
1 57 73.5886
1 58 77.3899
1 59 78.2515
1 60 79.431
1 61 78.9152
1 62 80.8452
1 63 83.4061
1 64 84.0343
1 65 87.027
1 66 87.1909
1 67 88.7191
1 68 89.8309
1 69 91.8288
1 70 95.0813
1 71 99.346
1 72 88.463
1 73 91.1384
1 74 95.7868
1 75 96.0492
1 76 99.4714
1 77 101.7555
1 78 104.7354
1 79 111.0511
1 80 113.16
1 81 112.9143
1 82 105.9347
1 83 123.73
1 84 120.7826
1 85 117.7347
1 86 108.577
1 87 104.5706
1 88 101.9426
1 89 103.9618
1 90 106.0973
1 91 105.0525
1 92 97.1092
1 93 105.8028
1 94 106.6042
1 95 106.2679
1 96 111.8564
1 97 110.8038
1 98 115.0346
1 99 119.7559
1 100 122.0218
1 101 124.3464
1 102 128.7508
1 103 128.3687
1 104 127.9735
1 105 135.3357
1 106 136.217
1 107 151.0721
1 108 157.5481
1 109 144.5844
1 110 147.4681
1 111 145.7267
1 112 144.1521
1 113 141.3911
1 114 137.9064
1 115 135.9933
1 116 133.7179
1 117 138.1822
1 118 146.0965
1 119 146.2815
1 120 144.272
1 121 145.0875
1 122 147.0553
1 123 145.4696
1 124 144.8406
1 125 137.0609
1 126 132.5514
1 127 138.5061
1 128 139.1763
1 129 144.8362
1 130 145.3945
1 131 143.5168
1 132 139.7473
1 133 137.1165
1 134 134.2119
1 135 130.194
1 136 121.7275
1 137 122.3802
1 138 144.6977
1 139 147.6631
1 140 145.207
1 141 153.7094
1 142 153.8314
1 143 154.4931
1 144 156.3698
1 145 155.1799
1 146 160.0807
1 147 163.2309
1 148 168.9156
1 149 166.5484
1 150 170.1537
1 151 170.9231
1 152 173.9243
1 153 180.7888
1 154 190.2728
1 155 192.8461
1 156 193.3266
1 157 192.0775
1 158 194.7853
1 159 200.4197
1 160 196.8665
1 161 195.424
1 162 190.6497
1 163 202.8735
1 164 204.6422
1 165 208.3301
1 166 150.5772
1 167 150.3405
1 168 151.5706
1 169 153.2128
1 170 162.9207
1 171 159.6823
1 172 159.399
1 173 155.8432
1 174 156.5032
1 175 159.8115
1 176 166.1155
1 177 168.0954
1 178 169.6381
1 179 170.5124
1 180 171.5796
1 181 165.9811
1 182 168.7682
1 183 175.0721
1 184 179.759
1 185 181.3975
1 186 172.3928
1 187 176.1329
1 188 177.6975
1 189 178.3009
1 190 180.9051
1 191 187.2013
1 192 180.2838
1 193 187.4431
1 194 187.4602
1 195 188.5606
1 196 194.4872
1 197 194.9294
1 198 200.0403
1 199 200.1926
1 200 201.6269
1 201 206.0743
1 202 213.1992
1 203 209.8097
1 204 210.2907
1 205 210.4864
1 206 187.3811
1 207 191.191
1 208 201.4494
1 209 202.6725
1 210 203.8635
1 211 206.1323
1 212 207.4093
1 213 210.1601
1 214 211.4153
1 215 212.164
1 216 174.1836
1 217 180.3281
1 218 194.8249
1 219 197.1212
1 220 197.3633
1 221 205.6076
1 222 208.3303
1 223 208.5674
1 224 208.2761
1 225 212.4258
1 226 211.4586
1 227 209.8792
1 228 203.6735
1 229 221.033
1 230 222.6566
1 231 221.8822
1 232 232.4389
1 233 224.8147
1 234 135.3405
1 235 150.9825
1 236 151.1297
1 237 154.6502
1 238 154.2777
1 239 156.1339
1 240 156.7995
1 241 155.6878
1 242 159.62
1 243 159.4711
1 244 161.3816
1 245 158.76
1 246 156.1539
1 247 154.929
1 248 156.4201
1 249 150.8519
1 250 161.0698
1 251 162.0174
1 252 160.3995
1 253 158.3915
1 254 160.1629
1 255 164.1145
1 256 165.9565
1 257 166.0354
1 258 168.2151
1 259 159.7065
1 260 162.7852
1 261 163.0217
1 262 163.9855
1 263 153.8978
1 264 156.7742
1 265 156.9915
1 266 158.6961
1 267 158.0702
1 268 160.2785
1 269 161.9936
1 270 163.2508
1 271 164.1753
1 272 165.5008
1 273 164.0166
1 274 163.1401
1 275 161.9941
1 276 160.8591
1 277 161.1634
1 278 161.9646
1 279 162.9708
1 280 161.9429
1 281 162.1213
1 282 162.6775
1 283 163.7965
1 284 153.8021
1 285 156.312
1 286 157.7501
1 287 154.6233
1 288 155.3994
1 289 157.6274
1 290 156.1146
1 291 154.9596
1 292 155.3512
1 293 156.2036
1 294 156.1232
1 295 156.0036
1 296 154.1315
1 297 153.1208
1 298 154.1906
1 299 155.0696
1 300 155.7746
1 301 150.2894
1 302 149.4845
1 303 149.2748
1 304 151.3903
1 305 151.8544
1 306 150.1532
1 307 135.1456
1 308 105.267
1 309 88.1517
1 310 179.8916
1 311 173.7444
1 312 181.8544
1 313 180.1905
1 314 178.9722
1 315 181.3881
1 316 166.908
1 317 162.0397
1 318 162.4087
1 319 167.324
1 320 168.6108
1 321 170.2059
1 322 172.325
1 323 174.9101
1 324 175.1936
1 325 167.2811
1 326 167.4594
1 327 169.555
1 328 165.9533
1 329 167.0155
1 330 167.4123
1 331 169.4073
1 332 165.0082
1 333 166.9864
1 334 168.9332
1 335 170.7547
1 336 163.833
1 337 164.8288
1 338 164.3573
1 339 164.169
1 340 164.8577
1 341 164.6855
1 342 164.8046
1 343 164.7998
1 344 164.9499
1 345 166.9598
1 346 168.7409
1 347 169.2218
1 348 169.8493
1 349 170.2792
1 350 171.0995
1 351 164.5414
1 352 166.2147
1 353 166.3505
1 354 167.4408
1 355 168.9355
1 356 166.1913
1 357 167.1301
1 358 169.9807
1 359 169.3911
1 360 164.4787
1 361 164.7366
1 362 165.5677
1 363 165.5456
1 364 166.5199
1 365 169.42
1 366 171.1376
1 367 172.1916
1 368 174.2004
1 369 173.4255
1 370 165.9418
1 371 167.6017
1 372 169.4609
1 373 170.6568
1 374 171.8729
1 375 167.2211
1 376 169.811
1 377 169.895
1 378 170.9954
1 379 168.5301
1 380 171.3414
1 381 173.3726
1 382 174.3923
1 383 175.5892
1 384 176.3465
1 385 174.952
1 386 174.842
1 387 172.8783
1 388 174.4572
1 389 171.7286
1 390 175.6886
1 391 175.4053
1 392 174.0514
1 393 176.8716
1 394 178.4863
1 395 180.4679
1 396 174.6318
1 397 176.7233
1 398 177.3147
1 399 179.9372
1 400 171.0843
1 401 172.0314
1 402 175.9793
1 403 174.2408
1 404 175.068
1 405 179.0697
1 406 177.1357
1 407 179.442
1 408 176.3978
1 409 178.324
1 410 179.4527
1 411 181.5184
1 412 185.3892
1 413 182.3784
1 414 183.6584
1 415 184.503
1 416 186.83
1 417 172.6205
1 418 172.7038
1 419 173.9574
1 420 174.9722
1 421 176.8943
1 422 178.7706
1 423 176.8985
1 424 180.1747
1 425 178.5039
1 426 181.9474
1 427 183.2422
1 428 186.144
1 429 186.0041
1 430 178.8811
1 431 181.6584
1 432 180.9483
1 433 183.009
1 434 185.0888
1 435 193.0889
1 436 189.5377
1 437 196.9085
1 438 186.9814
1 439 181.3123
1 440 181.1194
1 441 177.5609
1 442 182.4315
1 443 184.6535
1 444 181.7664
1 445 187.9468
1 446 188.56
1 447 194.4564
1 448 201.0282
1 449 206.1502
1 450 207.3471
1 451 196.5667
1 452 193.7799
1 453 192.4275
1 454 191.6743
1 455 197.3584
1 456 202.0029
1 457 206.0176
1 458 203.1487
1 459 203.1584
1 460 208.2908
1 461 213.0275
1 462 217.325
1 463 220.0846
1 464 244.5379
1 465 230.2784
1 466 239.565
1 467 249.4311
1 468 230.5905
1 469 234.7185
1 470 227.6316
1 471 225.2022
1 472 227.3316
1 473 245.3873
1 474 261.3623
1 475 264.0585
1 476 270.4481
1 477 286.1029
1 478 333.8276
1 479 315.3833
1 480 307.1779
1 481 284.5659
1 482 294.2276
1 483 292.428
1 484 299.8998
1 485 289.3946
1 486 187.4917
1 487 186.4886
1 488 191.6153
1 489 194.5447
1 490 196.0728
1 491 200.1534
1 492 199.4638
1 493 194.6706
1 494 196.7177
1 495 196.3657
1 496 196.3369
1 497 195.429
1 498 196.0706
1 499 195.3359
1 500 194.8985
1 501 195.6816
1 502 201.3655
1 503 201.8476
1 504 202.2136
1 505 208.2442
1 506 206.9557
1 507 209.968
1 508 213.2668
1 509 220.0738
1 510 216.589
1 511 212.8208
1 512 211.6675
1 513 208.2252
1 514 208.3314
1 515 207.9949
1 516 204.2779
1 517 203.933
1 518 202.591
1 519 205.3386
1 520 208.6209
1 521 210.7872
1 522 206.8426
1 523 208.6911
1 524 211.4349
1 525 212.9351
1 526 217.4208
1 527 218.6479
1 528 221.6943
1 529 225.3219
1 530 228.5815
1 531 232.6036
1 532 234.0621
1 533 232.9657
1 534 231.4315
1 535 227.209
1 536 229.2042
1 537 229.3404
1 538 228.3166
1 539 238.0439
1 540 237.4831
1 541 233.8603
1 542 236.2126
1 543 240.8994
1 544 243.8424
1 545 245.8457
1 546 249.5186
1 547 233.8507
1 548 240.7953
1 549 247.2595
1 550 234.9318
1 551 240.8771
1 552 245.6037
1 553 238.2356
1 554 241.0465
1 555 243.6728
1 556 242.5916
1 557 242.497
1 558 244.6651
1 559 245.5865
1 560 249.7468
1 561 251.2964
1 562 252.7591
1 563 257.2626
1 564 258.4254
1 565 260.4475
1 566 263.6585
1 567 264.3196
1 568 266.7368
1 569 269.4795
1 570 270.2822
1 571 269.7917
1 572 267.7915
1 573 263.1873
1 574 264.9999
1 575 266.7223
1 576 269.2389
1 577 263.739
1 578 266.5169
1 579 271.1344
1 580 274.0682
1 581 275.0366
1 582 278.0456
1 583 280.0928
1 584 283.013
1 585 291.383
1 586 280.8458
1 587 275.6638
1 588 279.0855
1 589 282.742
1 590 286.0569
1 591 289.5392
1 592 294.2051
1 593 298.8942
1 594 289.0343
1 595 286.5753
1 596 285.3517
1 597 283.228
1 598 274.9613
1 599 280.9095
1 600 281.5761
1 601 251.0591
1 602 262.245
1 603 267.5634
1 604 263.6825
1 605 266.1102
1 606 262.9463
1 607 273.8885
1 608 279.3069
1 609 273.6996
1 610 277.712
1 611 280.6198
1 612 272.3428
1 613 278.8789
1 614 270.8646
1 615 275.4655
1 616 274.5469
1 617 279.7308
1 618 281.3112
1 619 284.0468
1 620 283.7484
1 621 285.0657
1 622 287.7745
1 623 299.0071
1 624 298.2338
1 625 298.8299
1 626 298.0816
1 627 295.2317
1 628 294.9239
1 629 294.1523
1 630 294.0778
1 631 291.0921
1 632 288.6249
1 633 289.5498
1 634 287.4209
1 635 306.4574
1 636 305.8504
1 637 317.6419
1 638 314.0544
1 639 298.8573
1 640 290.7252
1 641 313.2021
1 642 320.0595
1 643 324.2485
1 644 324.9273
1 645 324.7714
1 646 316.1301
1 647 305.0365
1 648 346.9801
1 649 348.2101
1 650 349.4908
1 651 348.0112
1 652 94.1163
1 653 86.4628
1 654 346.4146
1 655 335.9637
1 656 326.1139
1 657 330.8364
1 658 327.2145
1 659 49.991
1 660 69.6538
1 661 82.4911
1 662 88.7768
1 663 99.769
1 664 109.0122
1 665 224.63
2 3 3.9792
2 4 14.5946
2 5 28.7929
2 6 35.9335
2 7 35.9991
2 8 45.3408
2 9 42.8935
2 10 52.5216
2 11 53.6721
2 12 71.3953
2 13 74.5412
2 14 76.5374
2 15 78.3893
2 16 86.4441
2 17 96.5392
2 18 30.507
2 19 34.7101
2 20 36.9746
2 21 36.948
2 22 42.2652
2 23 44.1548
2 24 43.2113
2 25 47.1983
2 26 49.2794
2 27 50.5109
2 28 52.7775
2 29 58.2347
2 30 57.8385
2 31 56.8743
2 32 58.8255
2 33 58.0121
2 34 60.1869
2 35 62.8839
2 36 63.6195
2 37 64.2968
2 38 62.8634
2 39 64.5049
2 40 67.1586
2 41 68.1549
2 42 71.658
2 43 68.0576
2 44 70.4199
2 45 79.5784
2 46 77.268
2 47 76.5374
2 48 75.0561
2 49 74.4119
2 50 77.8173
2 51 80.5477
2 52 54.9334
2 53 59.0429
2 54 61.3287
2 55 65.4834
2 56 63.1937
2 57 62.4659
2 58 66.2279
2 59 67.0813
2 60 68.2426
2 61 67.7975
2 62 69.6803
2 63 72.2032
2 64 72.8067
2 65 75.8054
2 66 75.9981
2 67 77.5258
2 68 78.6212
2 69 80.6266
2 70 83.884
2 71 88.1314
2 72 77.2579
2 73 79.9398
2 74 84.5909
2 75 84.8356
2 76 88.2784
2 77 90.5763
2 78 93.577
2 79 99.8826
2 80 101.9886
2 81 101.7135
2 82 94.7179
2 83 112.5289
2 84 109.5765
2 85 106.5238
2 86 97.3585
2 87 93.3435
2 88 90.7142
2 89 92.7438
2 90 94.8823
2 91 93.853
2 92 86.1239
2 93 94.6429
2 94 95.457
2 95 95.1387
2 96 100.6849
2 97 99.7386
2 98 103.9929
2 99 108.663
2 100 110.9584
2 101 113.2479
2 102 117.6176
2 103 117.2741
2 104 116.9816
2 105 124.4771
2 106 125.4527
2 107 140.5002
2 108 146.7153
2 109 133.6634
2 110 136.4782
2 111 134.6867
2 112 133.1345
2 113 130.3792
2 114 126.9263
2 115 125.0931
2 116 122.6959
2 117 127.0673
2 118 134.9713
2 119 135.1188
2 120 133.1008
2 121 133.8926
2 122 135.8459
2 123 134.2532
2 124 133.6228
2 125 125.8881
2 126 121.3587
2 127 127.2927
2 128 127.9563
2 129 133.6098
2 130 134.1872
2 131 132.3197
2 132 128.5504
2 133 125.9007
2 134 123.0025
2 135 118.9779
2 136 110.5019
2 137 111.1852
2 138 133.7975
2 139 137.1233
2 140 134.7758
2 141 143.312
2 142 143.4952
2 143 144.1807
2 144 146.0712
2 145 144.9174
2 146 149.8487
2 147 153.0505
2 148 158.3864
2 149 156.3802
2 150 160.0142
2 151 160.7279
2 152 163.6923
2 153 170.583
2 154 180.0924
2 155 182.68
2 156 183.1223
2 157 181.8782
2 158 184.4522
2 159 190.0097
2 160 186.3486
2 161 184.85
2 162 180.0523
2 163 192.3866
2 164 194.0395
2 165 197.7948
2 166 139.8022
2 167 139.482
2 168 140.6982
2 169 142.317
2 170 152.2036
2 171 148.853
2 172 148.524
2 173 144.9243
2 174 145.5702
2 175 148.8638
2 176 155.1944
2 177 157.21
2 178 158.7437
2 179 159.6375
2 180 160.7159
2 181 155.1944
2 182 158.0243
2 183 164.3446
2 184 169.0529
2 185 170.7138
2 186 161.5344
2 187 165.2997
2 188 166.7686
2 189 167.431
2 190 170.0534
2 191 176.4026
2 192 169.3718
2 193 176.5059
2 194 176.5229
2 195 177.6976
2 196 183.571
2 197 184.1098
2 198 189.1928
2 199 189.3731
2 200 190.8454
2 201 195.2957
2 202 202.5156
2 203 199.0055
2 204 199.4566
2 205 199.6475
2 206 176.381
2 207 180.1602
2 208 190.4886
2 209 191.7037
2 210 192.8653
2 211 195.0879
2 212 196.4017
2 213 199.1921
2 214 200.4041
2 215 201.0897
2 216 163.0327
2 217 169.1002
2 218 183.7015
2 219 186.0104
2 220 186.2176
2 221 194.5147
2 222 197.2399
2 223 197.4713
2 224 197.1518
2 225 201.315
2 226 200.3153
2 227 198.7256
2 228 192.4985
2 229 210.0259
2 230 211.7136
2 231 211.021
2 232 221.5248
2 233 214.0867
2 234 124.9964
2 235 140.7867
2 236 141.0249
2 237 144.4396
2 238 144.0355
2 239 145.9075
2 240 146.5995
2 241 145.4934
2 242 149.472
2 243 149.3564
2 244 151.3412
2 245 148.7098
2 246 146.0507
